"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","QGDP","TOT","PC_CHGPY","Q","1963-Q1",11.160505,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1963-Q2",8.723546,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1963-Q3",8.414429,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1963-Q4",10.137254,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1964-Q1",4.734725,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1964-Q2",6.372596,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1964-Q3",4.908126,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1964-Q4",5.229997,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1965-Q1",6.865156,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1965-Q2",5.581073,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1965-Q3",5.8606,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1965-Q4",6.705244,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1966-Q1",3.770687,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1966-Q2",8.669458,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1966-Q3",9.708258,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1966-Q4",6.812414,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1967-Q1",7.840548,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1967-Q2",3.773644,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1967-Q3",3.500479,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1967-Q4",2.478593,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1968-Q1",4.377876,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1968-Q2",6.267992,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1968-Q3",5.318367,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1968-Q4",10.381104,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1969-Q1",11.909357,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1969-Q2",8.24702,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1969-Q3",9.384354,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1969-Q4",6.300111,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1970-Q1",4.577156,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1970-Q2",5.098377,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1970-Q3",3.701024,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1970-Q4",3.362137,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1971-Q1",2.257438,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1971-Q2",4.086708,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1971-Q3",5.462799,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1971-Q4",6.744114,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1972-Q1",7.635506,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1972-Q2",8.070737,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1972-Q3",8.449559,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1972-Q4",8.414972,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1973-Q1",8.647695,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1973-Q2",8.032031,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1973-Q3",7.45567,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1973-Q4",7.102054,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1974-Q1",6.952372,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1974-Q2",6.406806,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1974-Q3",5.416587,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1974-Q4",3.778734,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1975-Q1",1.533484,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1975-Q2",0.183236,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1975-Q3",-0.084209,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1975-Q4",0.551506,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1976-Q1",2.063101,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1976-Q2",3.326985,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1976-Q3",3.875386,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1976-Q4",3.942492,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1977-Q1",3.734999,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1977-Q2",3.016516,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1977-Q3",2.365981,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1977-Q4",2.264558,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1978-Q1",2.094121,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1978-Q2",1.838992,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1978-Q3",1.377153,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1978-Q4",0.55536,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1979-Q1",-0.227752,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1979-Q2",-0.274702,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1979-Q3",0.087957,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1979-Q4",0.588647,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1980-Q1",1.423892,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1980-Q2",1.610682,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1980-Q3",0.964949,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1980-Q4",1.194843,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1981-Q1",-0.047428,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1981-Q2",-0.49631,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1981-Q3",0.344055,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1981-Q4",-0.334207,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1982-Q1",0.645859,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1982-Q2",1.140082,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1982-Q3",1.370187,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1982-Q4",1.82918,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1983-Q1",1.782393,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1983-Q2",2.023536,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1983-Q3",1.490332,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1983-Q4",1.787282,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1984-Q1",2.255562,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1984-Q2",1.314595,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1984-Q3",2.046888,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1984-Q4",1.521188,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1985-Q1",1.811959,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1985-Q2",2.030873,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1985-Q3",2.198531,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1985-Q4",3.24048,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1986-Q1",2.389015,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1986-Q2",4.926023,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1986-Q3",3.117271,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1986-Q4",2.597686,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1987-Q1",4.404611,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1987-Q2",3.501615,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1987-Q3",6.389219,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1987-Q4",7.876543,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1988-Q1",6.051287,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1988-Q2",5.766164,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1988-Q3",5.494358,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1988-Q4",3.147626,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1989-Q1",5.241584,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1989-Q2",4.992999,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1989-Q3",4.515255,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1989-Q4",4.5763,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1990-Q1",3.06207,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1990-Q2",3.792339,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1990-Q3",2.114544,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1990-Q4",6.152411,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1991-Q1",3.208298,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1991-Q2",2.720813,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1991-Q3",3.806465,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1991-Q4",0.52151,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1992-Q1",3.513692,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1992-Q2",0.933267,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1992-Q3",0.240639,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1992-Q4",-0.905532,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1993-Q1",-2.799834,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1993-Q2",-1.522315,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1993-Q3",-0.401056,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1993-Q4",0.62998,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1994-Q1",2.417825,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1994-Q2",2.649334,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1994-Q3",2.234295,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1994-Q4",2.231624,"E"
"ESP","QGDP","TOT","PC_CHGPY","Q","1995-Q1",2.550955,
"ESP","QGDP","TOT","PC_CHGPY","Q","1995-Q2",2.961289,
"ESP","QGDP","TOT","PC_CHGPY","Q","1995-Q3",2.562578,
"ESP","QGDP","TOT","PC_CHGPY","Q","1995-Q4",2.956822,
"ESP","QGDP","TOT","PC_CHGPY","Q","1996-Q1",2.395962,
"ESP","QGDP","TOT","PC_CHGPY","Q","1996-Q2",2.516125,
"ESP","QGDP","TOT","PC_CHGPY","Q","1996-Q3",2.978882,
"ESP","QGDP","TOT","PC_CHGPY","Q","1996-Q4",2.747216,
"ESP","QGDP","TOT","PC_CHGPY","Q","1997-Q1",3.180568,
"ESP","QGDP","TOT","PC_CHGPY","Q","1997-Q2",3.353322,
"ESP","QGDP","TOT","PC_CHGPY","Q","1997-Q3",3.694137,
"ESP","QGDP","TOT","PC_CHGPY","Q","1997-Q4",4.56651,
"ESP","QGDP","TOT","PC_CHGPY","Q","1998-Q1",4.4225,
"ESP","QGDP","TOT","PC_CHGPY","Q","1998-Q2",4.651187,
"ESP","QGDP","TOT","PC_CHGPY","Q","1998-Q3",4.398072,
"ESP","QGDP","TOT","PC_CHGPY","Q","1998-Q4",4.109017,
"ESP","QGDP","TOT","PC_CHGPY","Q","1999-Q1",4.235198,
"ESP","QGDP","TOT","PC_CHGPY","Q","1999-Q2",4.295005,
"ESP","QGDP","TOT","PC_CHGPY","Q","1999-Q3",4.692494,
"ESP","QGDP","TOT","PC_CHGPY","Q","1999-Q4",4.729579,
"ESP","QGDP","TOT","PC_CHGPY","Q","2000-Q1",5.352988,
"ESP","QGDP","TOT","PC_CHGPY","Q","2000-Q2",5.421932,
"ESP","QGDP","TOT","PC_CHGPY","Q","2000-Q3",5.161589,
"ESP","QGDP","TOT","PC_CHGPY","Q","2000-Q4",5.053621,
"ESP","QGDP","TOT","PC_CHGPY","Q","2001-Q1",4.497433,
"ESP","QGDP","TOT","PC_CHGPY","Q","2001-Q2",3.967871,
"ESP","QGDP","TOT","PC_CHGPY","Q","2001-Q3",3.816464,
"ESP","QGDP","TOT","PC_CHGPY","Q","2001-Q4",3.46859,
"ESP","QGDP","TOT","PC_CHGPY","Q","2002-Q1",2.817183,
"ESP","QGDP","TOT","PC_CHGPY","Q","2002-Q2",2.894575,
"ESP","QGDP","TOT","PC_CHGPY","Q","2002-Q3",2.572878,
"ESP","QGDP","TOT","PC_CHGPY","Q","2002-Q4",2.642994,
"ESP","QGDP","TOT","PC_CHGPY","Q","2003-Q1",3.159366,
"ESP","QGDP","TOT","PC_CHGPY","Q","2003-Q2",2.858652,
"ESP","QGDP","TOT","PC_CHGPY","Q","2003-Q3",2.902576,
"ESP","QGDP","TOT","PC_CHGPY","Q","2003-Q4",3.008541,
"ESP","QGDP","TOT","PC_CHGPY","Q","2004-Q1",2.674118,
"ESP","QGDP","TOT","PC_CHGPY","Q","2004-Q2",3.139803,
"ESP","QGDP","TOT","PC_CHGPY","Q","2004-Q3",3.427716,
"ESP","QGDP","TOT","PC_CHGPY","Q","2004-Q4",3.242952,
"ESP","QGDP","TOT","PC_CHGPY","Q","2005-Q1",3.625992,
"ESP","QGDP","TOT","PC_CHGPY","Q","2005-Q2",3.528593,
"ESP","QGDP","TOT","PC_CHGPY","Q","2005-Q3",3.555851,
"ESP","QGDP","TOT","PC_CHGPY","Q","2005-Q4",3.894806,
"ESP","QGDP","TOT","PC_CHGPY","Q","2006-Q1",4.0685,
"ESP","QGDP","TOT","PC_CHGPY","Q","2006-Q2",4.158393,
"ESP","QGDP","TOT","PC_CHGPY","Q","2006-Q3",4.119341,
"ESP","QGDP","TOT","PC_CHGPY","Q","2006-Q4",4.065349,
"ESP","QGDP","TOT","PC_CHGPY","Q","2007-Q1",3.82836,
"ESP","QGDP","TOT","PC_CHGPY","Q","2007-Q2",3.753335,
"ESP","QGDP","TOT","PC_CHGPY","Q","2007-Q3",3.58642,
"ESP","QGDP","TOT","PC_CHGPY","Q","2007-Q4",3.259497,
"ESP","QGDP","TOT","PC_CHGPY","Q","2008-Q1",2.544256,
"ESP","QGDP","TOT","PC_CHGPY","Q","2008-Q2",1.744398,
"ESP","QGDP","TOT","PC_CHGPY","Q","2008-Q3",0.784264,
"ESP","QGDP","TOT","PC_CHGPY","Q","2008-Q4",-1.47577,
"ESP","QGDP","TOT","PC_CHGPY","Q","2009-Q1",-4.249451,
"ESP","QGDP","TOT","PC_CHGPY","Q","2009-Q2",-4.364256,
"ESP","QGDP","TOT","PC_CHGPY","Q","2009-Q3",-3.985541,
"ESP","QGDP","TOT","PC_CHGPY","Q","2009-Q4",-2.430337,
"ESP","QGDP","TOT","PC_CHGPY","Q","2010-Q1",0.151639,
"ESP","QGDP","TOT","PC_CHGPY","Q","2010-Q2",0.312603,
"ESP","QGDP","TOT","PC_CHGPY","Q","2010-Q3",0.050074,
"ESP","QGDP","TOT","PC_CHGPY","Q","2010-Q4",0.13764,
"ESP","QGDP","TOT","PC_CHGPY","Q","2011-Q1",0.009649,
"ESP","QGDP","TOT","PC_CHGPY","Q","2011-Q2",-0.456513,
"ESP","QGDP","TOT","PC_CHGPY","Q","2011-Q3",-1.051035,
"ESP","QGDP","TOT","PC_CHGPY","Q","2011-Q4",-1.758702,
"ESP","QGDP","TOT","PC_CHGPY","Q","2012-Q1",-2.527329,
"ESP","QGDP","TOT","PC_CHGPY","Q","2012-Q2",-3.157385,
"ESP","QGDP","TOT","PC_CHGPY","Q","2012-Q3",-3.022492,
"ESP","QGDP","TOT","PC_CHGPY","Q","2012-Q4",-3.133862,
"ESP","QGDP","TOT","PC_CHGPY","Q","2013-Q1",-2.530046,
"ESP","QGDP","TOT","PC_CHGPY","Q","2013-Q2",-1.670139,
"ESP","QGDP","TOT","PC_CHGPY","Q","2013-Q3",-1.220483,
"ESP","QGDP","TOT","PC_CHGPY","Q","2013-Q4",-0.295494,
"ESP","QGDP","TOT","PC_CHGPY","Q","2014-Q1",0.39174,
"ESP","QGDP","TOT","PC_CHGPY","Q","2014-Q2",0.945222,
"ESP","QGDP","TOT","PC_CHGPY","Q","2014-Q3",1.747936,
"ESP","QGDP","TOT","PC_CHGPY","Q","2014-Q4",2.450615,
"ESP","QGDP","TOT","PC_CHGPY","Q","2015-Q1",3.246965,
"ESP","QGDP","TOT","PC_CHGPY","Q","2015-Q2",3.873276,
"ESP","QGDP","TOT","PC_CHGPY","Q","2015-Q3",4.048558,
"ESP","QGDP","TOT","PC_CHGPY","Q","2015-Q4",4.162744,
"ESP","QGDP","TOT","PC_CHGPY","Q","2016-Q1",3.678792,
"ESP","QGDP","TOT","PC_CHGPY","Q","2016-Q2",3.008578,
"ESP","QGDP","TOT","PC_CHGPY","Q","2016-Q3",2.985141,
"ESP","QGDP","TOT","PC_CHGPY","Q","2016-Q4",2.470572,
"ESP","QGDP","TOT","PC_CHGPY","Q","2017-Q1",2.588779171,
"ESP","QGDP","TOT","PC_CHGPY","Q","2017-Q2",3.257293623,
"ESP","QGDP","TOT","PC_CHGPY","Q","2017-Q3",2.940226867,
"ESP","QGDP","TOT","PC_CHGPY","Q","2017-Q4",3.105170881,
"ESP","QGDP","TOT","PC_CHGPY","Q","2018-Q1",2.855401882,"P"
"ESP","QGDP","TOT","PC_CHGPY","Q","2018-Q2",2.292299766,"P"
"ESP","QGDP","TOT","PC_CHGPY","Q","2018-Q3",2.326189232,"P"
"ESP","QGDP","TOT","PC_CHGPY","Q","2018-Q4",2.253545516,"P"
"ESP","QGDP","TOT","PC_CHGPY","Q","2019-Q1",2.225727787,"P"
"ESP","QGDP","TOT","PC_CHGPY","Q","2019-Q2",2.080913368,"P"
"ESP","QGDP","TOT","PC_CHGPY","Q","2019-Q3",1.820349085,"P"
"ESP","QGDP","TOT","PC_CHGPY","Q","2019-Q4",1.679243494,"P"
"ESP","QGDP","TOT","PC_CHGPY","Q","2020-Q1",-4.159787597,"P"
"ESP","QGDP","TOT","PC_CHGPY","Q","2020-Q2",-21.591321044,"P"
"ESP","QGDP","TOT","PC_CHGPY","Q","2020-Q3",-9.044385724,"P"
"ESP","QGDP","TOT","PC_CHGPY","Q","2020-Q4",-9.052996236,"P"
"SAU","QGDP","TOT","PC_CHGPP","A","2011",9.996915865,
"SAU","QGDP","TOT","PC_CHGPP","A","2012",5.411458252,
"SAU","QGDP","TOT","PC_CHGPP","A","2013",2.699207932,
"SAU","QGDP","TOT","PC_CHGPP","A","2014",3.652468084,
"SAU","QGDP","TOT","PC_CHGPP","A","2015",4.106394087,
"SAU","QGDP","TOT","PC_CHGPP","A","2016",1.670664036,
"SAU","QGDP","TOT","PC_CHGPP","A","2017",-0.741528414,
"SAU","QGDP","TOT","PC_CHGPP","A","2018",2.434099084,
"SAU","QGDP","TOT","PC_CHGPP","A","2019",0.33142321,
"SAU","QGDP","TOT","PC_CHGPP","A","2020",-4.075603739,
"POL","QGDP","TOT","PC_CHGPP","Q","1995-Q2",1.807777639,
"POL","QGDP","TOT","PC_CHGPP","Q","1995-Q3",3.560346203,
"POL","QGDP","TOT","PC_CHGPP","Q","1995-Q4",-0.147696183,
"POL","QGDP","TOT","PC_CHGPP","Q","1996-Q1",2.958101838,
"POL","QGDP","TOT","PC_CHGPP","Q","1996-Q2",2.194462684,
"POL","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.870042583,
"POL","QGDP","TOT","PC_CHGPP","Q","1996-Q4",-4.057859063,
"POL","QGDP","TOT","PC_CHGPP","Q","1997-Q1",7.209700266,
"POL","QGDP","TOT","PC_CHGPP","Q","1997-Q2",1.372437893,
"POL","QGDP","TOT","PC_CHGPP","Q","1997-Q3",-0.257949485,
"POL","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.676095171,
"POL","QGDP","TOT","PC_CHGPP","Q","1998-Q1",2.775282726,
"POL","QGDP","TOT","PC_CHGPP","Q","1998-Q2",-0.26703525,
"POL","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.843701889,
"POL","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.211848003,
"POL","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.589117659,
"POL","QGDP","TOT","PC_CHGPP","Q","1999-Q2",2.321261136,
"POL","QGDP","TOT","PC_CHGPP","Q","1999-Q3",2.212660579,
"POL","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.953617885,
"POL","QGDP","TOT","PC_CHGPP","Q","2000-Q1",-0.34101237,
"POL","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.204586278,
"POL","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.38722687,
"POL","QGDP","TOT","PC_CHGPP","Q","2000-Q4",2.932109745,
"POL","QGDP","TOT","PC_CHGPP","Q","2001-Q1",-1.348318242,
"POL","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.453097614,
"POL","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.782921507,
"POL","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.295684126,
"POL","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.211516795,
"POL","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.904449922,
"POL","QGDP","TOT","PC_CHGPP","Q","2002-Q3",1.232618063,
"POL","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.094324672,
"POL","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.349507404,
"POL","QGDP","TOT","PC_CHGPP","Q","2003-Q2",2.09672876,
"POL","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.113627078,
"POL","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.280051055,
"POL","QGDP","TOT","PC_CHGPP","Q","2004-Q1",2.98716184,
"POL","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.809384208,
"POL","QGDP","TOT","PC_CHGPP","Q","2004-Q3",-0.503697209,
"POL","QGDP","TOT","PC_CHGPP","Q","2004-Q4",1.060158156,
"POL","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.101900185,
"POL","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.147334204,
"POL","QGDP","TOT","PC_CHGPP","Q","2005-Q3",1.932607765,
"POL","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.839416926,
"POL","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.503311376,
"POL","QGDP","TOT","PC_CHGPP","Q","2006-Q2",2.299754091,
"POL","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.651057129,
"POL","QGDP","TOT","PC_CHGPP","Q","2006-Q4",-1.498655981,
"POL","QGDP","TOT","PC_CHGPP","Q","2007-Q1",4.589962627,
"POL","QGDP","TOT","PC_CHGPP","Q","2007-Q2",1.139761077,
"POL","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.697165768,
"POL","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.343466605,
"POL","QGDP","TOT","PC_CHGPP","Q","2008-Q1",1.917703747,
"POL","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.243101354,
"POL","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.336548112,
"POL","QGDP","TOT","PC_CHGPP","Q","2008-Q4",0.404864307,
"POL","QGDP","TOT","PC_CHGPP","Q","2009-Q1",1.578665359,
"POL","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.046202579,
"POL","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.578383032,
"POL","QGDP","TOT","PC_CHGPP","Q","2009-Q4",2.396610754,
"POL","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.422655926,
"POL","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.526155329,
"POL","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.31881336,
"POL","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.97751798,
"POL","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.127615417,
"POL","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.335290767,
"POL","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.288637224,
"POL","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.633515459,
"POL","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.068124375,
"POL","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.244645478,
"POL","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.438852641,
"POL","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.527281412,
"POL","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.073475457,
"POL","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.077390345,
"POL","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.757406925,
"POL","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.261800922,
"POL","QGDP","TOT","PC_CHGPP","Q","2014-Q1",1.034566936,
"POL","QGDP","TOT","PC_CHGPP","Q","2014-Q2",1.138763923,
"POL","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.836781968,
"POL","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.648120834,
"POL","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.423081582,
"POL","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.786443773,
"POL","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.267374629,
"POL","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.229504117,
"POL","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-0.284064154,
"POL","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.312039121,
"POL","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.255012378,
"POL","QGDP","TOT","PC_CHGPP","Q","2016-Q4",2.264182288,
"POL","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.970139083,
"POL","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.883049761,
"POL","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.125512345,
"POL","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.704264892,
"POL","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.322513827,
"POL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.330969568,
"POL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.379781614,
"POL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.762009087,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.699927211,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.738602606,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.151562413,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.248456319,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.261036528,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.000663935,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.87821821,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.670734792,
"DEU","QGDP","TOT","PC_CHGPP","Q","1960-Q2",1.779654153,"E"
