year	month	day	dep_time	sched_dep_time	dep_delay	arr_time	sched_arr_time	arr_delay	carrier	flight	tailnum	origin	dest	air_time	distance	hour	minute	time_hour
2013	1	3	728	730	-2	1038	1115	-37	VX	11	N836VA	JFK	SFO	333	2586	7	30	2013-01-03T12:00:00Z
2013	1	3	858	900	-2	1155	1225	-30	VX	407	N631VA	JFK	LAX	322	2475	9	0	2013-01-03T14:00:00Z
2013	1	3	926	930	-4	1157	1225	-28	VX	251	N852VA	JFK	LAS	296	2248	9	30	2013-01-03T14:00:00Z
2013	1	3	1026	1030	-4	1323	1415	-52	VX	23	N855VA	JFK	SFO	335	2586	10	30	2013-01-03T15:00:00Z
2013	1	3	1124	1130	-6	1407	1450	-43	VX	409	N621VA	JFK	LAX	320	2475	11	30	2013-01-03T16:00:00Z
2013	1	3	1153	1200	-7	1442	1545	-63	VX	25	N847VA	JFK	SFO	333	2586	12	0	2013-01-03T17:00:00Z
2013	1	3	1326	1330	-4	1609	1655	-46	VX	411	N624VA	JFK	LAX	320	2475	13	30	2013-01-03T18:00:00Z
2013	1	3	1645	1630	15	1947	2020	-33	VX	27	N851VA	JFK	SFO	333	2586	16	30	2013-01-03T21:00:00Z
2013	1	3	1721	1655	26	2013	2030	-17	VX	413	N641VA	JFK	LAX	321	2475	16	55	2013-01-03T21:00:00Z
2013	1	3	1914	1850	24	2207	2240	-33	VX	29	N640VA	JFK	SFO	326	2586	18	50	2013-01-03T23:00:00Z
2013	1	3	2019	2000	19	2303	2325	-22	VX	415	N623VA	JFK	LAX	309	2475	20	0	2013-01-04T01:00:00Z
2013	1	4	700	700	0	941	1025	-44	VX	399	N633VA	JFK	LAX	318	2475	7	0	2013-01-04T12:00:00Z
2013	1	4	727	730	-3	1025	1115	-50	VX	11	N854VA	JFK	SFO	328	2586	7	30	2013-01-04T12:00:00Z
2013	1	4	856	900	-4	1215	1225	-10	VX	407	N629VA	JFK	LAX	311	2475	9	0	2013-01-04T14:00:00Z
2013	1	4	925	930	-5	1156	1225	-29	VX	251	N852VA	JFK	LAS	294	2248	9	30	2013-01-04T14:00:00Z
2013	1	4	1026	1030	-4	1305	1415	-70	VX	23	N855VA	JFK	SFO	324	2586	10	30	2013-01-04T15:00:00Z
2013	1	4	1130	1130	0	1413	1450	-37	VX	409	N634VA	JFK	LAX	318	2475	11	30	2013-01-04T16:00:00Z
2013	1	4	1205	1200	5	1500	1545	-45	VX	25	N836VA	JFK	SFO	335	2586	12	0	2013-01-04T17:00:00Z
2013	1	4	1328	1330	-2	1621	1655	-34	VX	411	N631VA	JFK	LAX	333	2475	13	30	2013-01-04T18:00:00Z
2013	1	4	1637	1630	7	1933	2020	-47	VX	27	N849VA	JFK	SFO	341	2586	16	30	2013-01-04T21:00:00Z
2013	1	4	1714	1655	19	2010	2030	-20	VX	413	N628VA	JFK	LAX	326	2475	16	55	2013-01-04T21:00:00Z
2013	1	4	1907	1850	17	2204	2240	-36	VX	29	N632VA	JFK	SFO	334	2586	18	50	2013-01-04T23:00:00Z
2013	1	4	2017	2000	17	2317	2325	-8	VX	415	N625VA	JFK	LAX	333	2475	20	0	2013-01-05T01:00:00Z
2013	1	5	700	700	0	1014	1025	-11	VX	399	N641VA	JFK	LAX	346	2475	7	0	2013-01-05T12:00:00Z
2013	1	5	728	730	-2	1127	1115	12	VX	11	N855VA	JFK	SFO	387	2586	7	30	2013-01-05T12:00:00Z
2013	1	5	857	900	-3	1225	1225	0	VX	407	N638VA	JFK	LAX	347	2475	9	0	2013-01-05T14:00:00Z
2013	1	5	924	930	-6	1213	1225	-12	VX	251	N845VA	JFK	LAS	320	2248	9	30	2013-01-05T14:00:00Z
2013	1	5	1101	1055	6	1342	1400	-18	VX	55	N839VA	JFK	PSP	324	2378	10	55	2013-01-05T15:00:00Z
2013	1	5	1142	1130	12	1455	1450	5	VX	409	N629VA	JFK	LAX	348	2475	11	30	2013-01-05T16:00:00Z
2013	1	5	1214	1200	14	1533	1545	-12	VX	25	N836VA	JFK	SFO	361	2586	12	0	2013-01-05T17:00:00Z
2013	1	5	1333	1330	3	1644	1655	-11	VX	411	N634VA	JFK	LAX	352	2475	13	30	2013-01-05T18:00:00Z
2013	1	5	1623	1630	-7	2010	2020	-10	VX	27	N849VA	JFK	SFO	382	2586	16	30	2013-01-05T21:00:00Z
2013	1	5	1704	1655	9	2019	2030	-11	VX	413	N626VA	JFK	LAX	348	2475	16	55	2013-01-05T21:00:00Z
2013	1	5	1856	1850	6	2233	2240	-7	VX	29	N623VA	JFK	SFO	364	2586	18	50	2013-01-05T23:00:00Z
2013	1	5	2008	2000	8	2330	2325	5	VX	415	N635VA	JFK	LAX	353	2475	20	0	2013-01-06T01:00:00Z
2013	1	6	656	700	-4	958	1025	-27	VX	399	N626VA	JFK	LAX	338	2475	7	0	2013-01-06T12:00:00Z
2013	1	6	730	730	0	1053	1115	-22	VX	11	N836VA	JFK	SFO	350	2586	7	30	2013-01-06T12:00:00Z
2013	1	6	858	900	-2	1227	1225	2	VX	407	N632VA	JFK	LAX	348	2475	9	0	2013-01-06T14:00:00Z
2013	1	6	934	930	4	1230	1225	5	VX	251	N839VA	JFK	LAS	323	2248	9	30	2013-01-06T14:00:00Z
2013	1	6	1035	1030	5	1354	1415	-21	VX	23	N844VA	JFK	SFO	355	2586	10	30	2013-01-06T15:00:00Z
2013	1	6	1131	1130	1	1438	1450	-12	VX	409	N638VA	JFK	LAX	342	2475	11	30	2013-01-06T16:00:00Z
2013	1	6	1202	1200	2	1515	1545	-30	VX	25	N847VA	JFK	SFO	353	2586	12	0	2013-01-06T17:00:00Z
2013	1	6	1327	1330	-3	1634	1655	-21	VX	411	N621VA	JFK	LAX	347	2475	13	30	2013-01-06T18:00:00Z
2013	1	6	1630	1630	0	1958	2020	-22	VX	27	N849VA	JFK	SFO	354	2586	16	30	2013-01-06T21:00:00Z
2013	1	6	1653	1655	-2	1955	2030	-35	VX	413	N640VA	JFK	LAX	339	2475	16	55	2013-01-06T21:00:00Z
2013	1	6	1851	1850	1	2205	2240	-35	VX	29	N625VA	JFK	SFO	350	2586	18	50	2013-01-06T23:00:00Z
2013	1	6	2011	2000	11	2309	2325	-16	VX	415	N624VA	JFK	LAX	336	2475	20	0	2013-01-07T01:00:00Z
2013	1	7	652	700	-8	934	1025	-51	VX	399	N640VA	JFK	LAX	321	2475	7	0	2013-01-07T12:00:00Z
2013	1	7	729	730	-1	1029	1115	-46	VX	11	N847VA	JFK	SFO	328	2586	7	30	2013-01-07T12:00:00Z
2013	1	7	856	900	-4	1144	1225	-41	VX	407	N837VA	JFK	LAX	324	2475	9	0	2013-01-07T14:00:00Z
2013	1	7	935	930	5	1158	1225	-27	VX	251	N632VA	JFK	LAS	303	2248	9	30	2013-01-07T14:00:00Z
2013	1	7	1028	1030	-2	1329	1415	-46	VX	23	N844VA	JFK	SFO	342	2586	10	30	2013-01-07T15:00:00Z
2013	1	7	1132	1130	2	1423	1450	-27	VX	409	N845VA	JFK	LAX	319	2475	11	30	2013-01-07T16:00:00Z
2013	1	7	1202	1200	2	1508	1545	-37	VX	25	N841VA	JFK	SFO	348	2586	12	0	2013-01-07T17:00:00Z
2013	1	7	1329	1330	-1	1622	1655	-33	VX	411	N848VA	JFK	LAX	326	2475	13	30	2013-01-07T18:00:00Z
2013	1	7	1640	1630	10	1952	2020	-28	VX	27	N836VA	JFK	SFO	353	2586	16	30	2013-01-07T21:00:00Z
2013	1	7	1728	1655	33	2042	2030	12	VX	413	N641VA	JFK	LAX	330	2475	16	55	2013-01-07T21:00:00Z
2013	1	7	1901	1850	11	2217	2240	-23	VX	29	N635VA	JFK	SFO	353	2586	18	50	2013-01-07T23:00:00Z
2013	1	7	1959	2000	-1	2310	2325	-15	VX	415	N621VA	JFK	LAX	323	2475	20	0	2013-01-08T01:00:00Z
2013	1	8	711	705	6	1007	1035	-28	VX	399	N837VA	JFK	LAX	334	2475	7	5	2013-01-08T12:00:00Z
2013	1	8	730	730	0	1056	1115	-19	VX	11	N841VA	JFK	SFO	348	2586	7	30	2013-01-08T12:00:00Z
2013	1	8	905	900	5	1206	1230	-24	VX	407	N626VA	JFK	LAX	335	2475	9	0	2013-01-08T14:00:00Z
2013	1	8	933	935	-2	1204	1235	-31	VX	251	N835VA	JFK	LAS	312	2248	9	35	2013-01-08T14:00:00Z
2013	1	8	1030	1030	0	1343	1415	-32	VX	23	N847VA	JFK	SFO	352	2586	10	30	2013-01-08T15:00:00Z
2013	1	8	1130	1130	0	1437	1455	-18	VX	409	N641VA	JFK	LAX	341	2475	11	30	2013-01-08T16:00:00Z
2013	1	8	1325	1320	5	1633	1650	-17	VX	411	N629VA	JFK	LAX	343	2475	13	20	2013-01-08T18:00:00Z
2013	1	8	1630	1630	0	2000	2020	-20	VX	27	N852VA	JFK	SFO	366	2586	16	30	2013-01-08T21:00:00Z
2013	1	8	1733	1655	38	2042	2035	7	VX	413	N627VA	JFK	LAX	345	2475	16	55	2013-01-08T21:00:00Z
2013	1	8	1854	1850	4	2228	2240	-12	VX	29	N523VA	JFK	SFO	373	2586	18	50	2013-01-08T23:00:00Z
2013	1	8	2009	2000	9	2334	2329	5	VX	415	N638VA	JFK	LAX	362	2475	20	0	2013-01-09T01:00:00Z
2013	1	9	712	705	7	1043	1035	8	VX	399	N634VA	JFK	LAX	356	2475	7	5	2013-01-09T12:00:00Z
2013	1	9	728	730	-2	1123	1115	8	VX	11	N841VA	JFK	SFO	388	2586	7	30	2013-01-09T12:00:00Z
2013	1	9	903	905	-2	1230	1235	-5	VX	407	N637VA	JFK	LAX	354	2475	9	5	2013-01-09T14:00:00Z
2013	1	9	943	935	8	1241	1235	6	VX	251	N838VA	JFK	LAS	336	2248	9	35	2013-01-09T14:00:00Z
2013	1	9	1030	1030	0	1404	1415	-11	VX	23	N844VA	JFK	SFO	375	2586	10	30	2013-01-09T15:00:00Z
2013	1	9	1330	1320	10	1656	1650	6	VX	411	N641VA	JFK	LAX	359	2475	13	20	2013-01-09T18:00:00Z
2013	1	9	1623	1630	-7	2017	2020	-3	VX	27	N847VA	JFK	SFO	389	2586	16	30	2013-01-09T21:00:00Z
2013	1	9	1656	1655	1	2001	2035	-34	VX	413	N640VA	JFK	LAX	344	2475	16	55	2013-01-09T21:00:00Z
2013	1	9	1841	1855	-14	24	2245	NA	VX	29	N624VA	JFK	SFO	NA	2586	18	55	2013-01-09T23:00:00Z
2013	1	9	1954	2000	-6	2312	2329	-17	VX	415	N631VA	JFK	LAX	352	2475	20	0	2013-01-10T01:00:00Z
2013	1	10	702	705	-3	1020	1035	-15	VX	399	N638VA	JFK	LAX	346	2475	7	5	2013-01-10T12:00:00Z
2013	1	10	727	730	-3	1101	1115	-14	VX	11	N844VA	JFK	SFO	365	2586	7	30	2013-01-10T12:00:00Z
2013	1	10	921	935	-14	1202	1235	-33	VX	251	N848VA	JFK	LAS	324	2248	9	35	2013-01-10T14:00:00Z
2013	1	10	939	905	34	1259	1235	24	VX	407	N622VA	JFK	LAX	349	2475	9	5	2013-01-10T14:00:00Z
2013	1	10	1026	1030	-4	1358	1415	-17	VX	23	N841VA	JFK	SFO	372	2586	10	30	2013-01-10T15:00:00Z
2013	1	10	1315	1320	-5	1646	1650	-4	VX	411	N632VA	JFK	LAX	356	2475	13	20	2013-01-10T18:00:00Z
2013	1	10	1626	1630	-4	1949	2020	-31	VX	27	N855VA	JFK	SFO	359	2586	16	30	2013-01-10T21:00:00Z
2013	1	10	1650	1655	-5	2007	2035	-28	VX	413	N640VA	JFK	LAX	358	2475	16	55	2013-01-10T21:00:00Z
2013	1	10	1852	1855	-3	2220	2245	-25	VX	29	N621VA	JFK	SFO	362	2586	18	55	2013-01-10T23:00:00Z
2013	1	10	1955	2000	-5	2311	2329	-18	VX	415	N641VA	JFK	LAX	355	2475	20	0	2013-01-11T01:00:00Z
2013	1	11	703	705	-2	1044	1035	9	VX	399	N624VA	JFK	LAX	361	2475	7	5	2013-01-11T12:00:00Z
2013	1	11	725	730	-5	1053	1115	-22	VX	11	N841VA	JFK	SFO	362	2586	7	30	2013-01-11T12:00:00Z
2013	1	11	901	905	-4	1242	1235	7	VX	407	N622VA	JFK	LAX	360	2475	9	5	2013-01-11T14:00:00Z
2013	1	11	930	935	-5	1219	1235	-16	VX	251	N847VA	JFK	LAS	323	2248	9	35	2013-01-11T14:00:00Z
2013	1	11	1025	1030	-5	1339	1415	-36	VX	23	N851VA	JFK	SFO	356	2586	10	30	2013-01-11T15:00:00Z
2013	1	11	1316	1320	-4	1647	1650	-3	VX	411	N633VA	JFK	LAX	369	2475	13	20	2013-01-11T18:00:00Z
2013	1	11	1625	1630	-5	1955	2020	-25	VX	27	N855VA	JFK	SFO	373	2586	16	30	2013-01-11T21:00:00Z
2013	1	11	1649	1655	-6	2016	2035	-19	VX	413	N631VA	JFK	LAX	366	2475	16	55	2013-01-11T21:00:00Z
2013	1	11	1849	1855	-6	2218	2245	-27	VX	29	N632VA	JFK	SFO	368	2586	18	55	2013-01-11T23:00:00Z
2013	1	11	1956	2000	-4	2321	2329	-8	VX	415	N637VA	JFK	LAX	359	2475	20	0	2013-01-12T01:00:00Z
2013	1	12	700	705	-5	1018	1035	-17	VX	399	N630VA	JFK	LAX	343	2475	7	5	2013-01-12T12:00:00Z
2013	1	12	727	730	-3	1056	1115	-19	VX	11	N851VA	JFK	SFO	354	2586	7	30	2013-01-12T12:00:00Z
2013	1	12	903	905	-2	1215	1235	-20	VX	407	N638VA	JFK	LAX	348	2475	9	5	2013-01-12T14:00:00Z
2013	1	12	930	935	-5	1213	1235	-22	VX	251	N837VA	JFK	LAS	318	2248	9	35	2013-01-12T14:00:00Z
2013	1	12	1045	1055	-10	1342	1400	-18	VX	55	N841VA	JFK	PSP	338	2378	10	55	2013-01-12T15:00:00Z
2013	1	12	1316	1320	-4	1625	1650	-25	VX	411	N621VA	JFK	LAX	348	2475	13	20	2013-01-12T18:00:00Z
2013	1	12	1625	1630	-5	1945	2020	-35	VX	27	N849VA	JFK	SFO	354	2586	16	30	2013-01-12T21:00:00Z
2013	1	12	1646	1655	-9	1953	2035	-42	VX	413	N636VA	JFK	LAX	347	2475	16	55	2013-01-12T21:00:00Z
2013	1	13	723	730	-7	1020	1115	-55	VX	11	N841VA	JFK	SFO	339	2586	7	30	2013-01-13T12:00:00Z
2013	1	13	904	905	-1	1237	1235	2	VX	407	N628VA	JFK	LAX	342	2475	9	5	2013-01-13T14:00:00Z
2013	1	13	925	935	-10	1217	1235	-18	VX	251	N851VA	JFK	LAS	310	2248	9	35	2013-01-13T14:00:00Z
2013	1	13	1022	1030	-8	1347	1415	-28	VX	23	N844VA	JFK	SFO	357	2586	10	30	2013-01-13T15:00:00Z
2013	1	13	1317	1320	-3	1636	1650	-14	VX	411	N640VA	JFK	LAX	355	2475	13	20	2013-01-13T18:00:00Z
2013	1	13	1632	1630	2	2000	2020	-20	VX	27	N852VA	JFK	SFO	358	2586	16	30	2013-01-13T21:00:00Z
2013	1	13	1655	1655	0	2014	2035	-21	VX	413	N636VA	JFK	LAX	358	2475	16	55	2013-01-13T21:00:00Z
2013	1	13	1849	1850	-1	2241	2240	1	VX	29	N621VA	JFK	SFO	343	2586	18	50	2013-01-13T23:00:00Z
2013	1	13	2153	2000	113	116	2329	107	VX	415	N635VA	JFK	LAX	355	2475	20	0	2013-01-14T01:00:00Z
2013	1	14	657	705	-8	1021	1035	-14	VX	399	N631VA	JFK	LAX	356	2475	7	5	2013-01-14T12:00:00Z
2013	1	14	731	730	1	1112	1115	-3	VX	11	N853VA	JFK	SFO	367	2586	7	30	2013-01-14T12:00:00Z
2013	1	14	901	905	-4	1248	1235	13	VX	407	N622VA	JFK	LAX	355	2475	9	5	2013-01-14T14:00:00Z
2013	1	14	929	935	-6	1238	1235	3	VX	251	N841VA	JFK	LAS	332	2248	9	35	2013-01-14T14:00:00Z
2013	1	14	1021	1030	-9	1334	1415	-41	VX	23	N842VA	JFK	SFO	357	2586	10	30	2013-01-14T15:00:00Z
2013	1	14	1318	1320	-2	1634	1650	-16	VX	411	N628VA	JFK	LAX	358	2475	13	20	2013-01-14T18:00:00Z
2013	1	14	1631	1630	1	1954	2020	-26	VX	27	N855VA	JFK	SFO	356	2586	16	30	2013-01-14T21:00:00Z
2013	1	14	1646	1655	-9	2014	2035	-21	VX	413	N638VA	JFK	LAX	363	2475	16	55	2013-01-14T21:00:00Z
2013	1	14	2003	2000	3	2338	2329	9	VX	415	N627VA	JFK	LAX	363	2475	20	0	2013-01-15T01:00:00Z
2013	1	14	2301	1855	246	212	2245	207	VX	29	N626VA	JFK	SFO	351	2586	18	55	2013-01-14T23:00:00Z
2013	1	15	721	730	-9	1053	1115	-22	VX	11	N842VA	JFK	SFO	352	2586	7	30	2013-01-15T12:00:00Z
2013	1	15	901	905	-4	1213	1235	-22	VX	407	N629VA	JFK	LAX	342	2475	9	5	2013-01-15T14:00:00Z
2013	1	15	924	935	-11	1218	1235	-17	VX	251	N839VA	JFK	LAS	330	2248	9	35	2013-01-15T14:00:00Z
2013	1	15	1033	1030	3	1355	1415	-20	VX	23	N844VA	JFK	SFO	361	2586	10	30	2013-01-15T15:00:00Z
2013	1	15	1315	1320	-5	1635	1650	-15	VX	411	N632VA	JFK	LAX	359	2475	13	20	2013-01-15T18:00:00Z
2013	1	15	1630	1630	0	1938	2020	-42	VX	27	N847VA	JFK	SFO	353	2586	16	30	2013-01-15T21:00:00Z
2013	1	15	1653	1655	-2	1953	2035	-42	VX	413	N637VA	JFK	LAX	339	2475	16	55	2013-01-15T21:00:00Z
2013	1	15	1850	1850	0	2213	2240	-27	VX	29	N843VA	JFK	SFO	353	2586	18	50	2013-01-15T23:00:00Z
2013	1	15	1957	2000	-3	2246	2329	-43	VX	415	N635VA	JFK	LAX	323	2475	20	0	2013-01-16T01:00:00Z
2013	1	15	NA	705	NA	NA	1035	NA	VX	399	N626VA	JFK	LAX	NA	2475	7	5	2013-01-15T12:00:00Z
2013	1	16	705	705	0	1054	1035	19	VX	399	N837VA	JFK	LAX	354	2475	7	5	2013-01-16T12:00:00Z
2013	1	16	734	730	4	1120	1115	5	VX	11	N844VA	JFK	SFO	366	2586	7	30	2013-01-16T12:00:00Z
2013	1	16	904	905	-1	1250	1235	15	VX	407	N641VA	JFK	LAX	354	2475	9	5	2013-01-16T14:00:00Z
2013	1	16	930	935	-5	1236	1235	1	VX	251	N846VA	JFK	LAS	334	2248	9	35	2013-01-16T14:00:00Z
2013	1	16	1028	1030	-2	1416	1415	1	VX	23	N842VA	JFK	SFO	377	2586	10	30	2013-01-16T15:00:00Z
2013	1	16	1328	1320	8	1650	1650	0	VX	411	N625VA	JFK	LAX	360	2475	13	20	2013-01-16T18:00:00Z
2013	1	16	1637	1630	7	2013	2020	-7	VX	27	N849VA	JFK	SFO	379	2586	16	30	2013-01-16T21:00:00Z
2013	1	16	1702	1655	7	2022	2035	-13	VX	413	N638VA	JFK	LAX	357	2475	16	55	2013-01-16T21:00:00Z
2013	1	16	1850	1855	-5	2220	2245	-25	VX	29	N637VA	JFK	SFO	372	2586	18	55	2013-01-16T23:00:00Z
2013	1	16	1959	2000	-1	2318	2329	-11	VX	415	N632VA	JFK	LAX	359	2475	20	0	2013-01-17T01:00:00Z
2013	1	17	654	705	-11	1029	1035	-6	VX	399	N626VA	JFK	LAX	362	2475	7	5	2013-01-17T12:00:00Z
2013	1	17	721	730	-9	1102	1115	-13	VX	11	N842VA	JFK	SFO	377	2586	7	30	2013-01-17T12:00:00Z
2013	1	17	859	905	-6	1205	1235	-30	VX	407	N634VA	JFK	LAX	345	2475	9	5	2013-01-17T14:00:00Z
2013	1	17	933	935	-2	1214	1235	-21	VX	251	N835VA	JFK	LAS	320	2248	9	35	2013-01-17T14:00:00Z
2013	1	17	1026	1030	-4	1343	1415	-32	VX	23	N844VA	JFK	SFO	355	2586	10	30	2013-01-17T15:00:00Z
2013	1	17	1327	1320	7	1631	1650	-19	VX	411	N641VA	JFK	LAX	344	2475	13	20	2013-01-17T18:00:00Z
2013	1	17	1630	1630	0	1933	2020	-47	VX	27	N838VA	JFK	SFO	340	2586	16	30	2013-01-17T21:00:00Z
2013	1	17	1651	1655	-4	1953	2035	-42	VX	413	N632VA	JFK	LAX	338	2475	16	55	2013-01-17T21:00:00Z
2013	1	17	1909	1855	14	2238	2245	-7	VX	29	N849VA	JFK	SFO	351	2586	18	55	2013-01-17T23:00:00Z
2013	1	17	1957	2000	-3	2302	2329	-27	VX	415	N633VA	JFK	LAX	340	2475	20	0	2013-01-18T01:00:00Z
2013	1	18	655	705	-10	951	1035	-44	VX	399	N624VA	JFK	LAX	329	2475	7	5	2013-01-18T12:00:00Z
2013	1	18	727	730	-3	1047	1115	-28	VX	11	N844VA	JFK	SFO	357	2586	7	30	2013-01-18T12:00:00Z
2013	1	18	900	905	-5	1202	1235	-33	VX	407	N629VA	JFK	LAX	336	2475	9	5	2013-01-18T14:00:00Z
2013	1	18	931	935	-4	1203	1235	-32	VX	251	N847VA	JFK	LAS	314	2248	9	35	2013-01-18T14:00:00Z
2013	1	18	1035	1030	5	1354	1415	-21	VX	23	N842VA	JFK	SFO	359	2586	10	30	2013-01-18T15:00:00Z
2013	1	18	1321	1320	1	1620	1650	-30	VX	411	N628VA	JFK	LAX	341	2475	13	20	2013-01-18T18:00:00Z
2013	1	18	1703	1655	8	2009	2035	-26	VX	413	N633VA	JFK	LAX	331	2475	16	55	2013-01-18T21:00:00Z
2013	1	18	1709	1630	39	2036	2020	16	VX	27	N849VA	JFK	SFO	354	2586	16	30	2013-01-18T21:00:00Z
2013	1	18	1902	1855	7	2219	2245	-26	VX	29	N636VA	JFK	SFO	350	2586	18	55	2013-01-18T23:00:00Z
2013	1	18	1951	2000	-9	2322	2329	-7	VX	415	N622VA	JFK	LAX	338	2475	20	0	2013-01-19T01:00:00Z
2013	1	19	704	705	-1	1007	1035	-28	VX	399	N626VA	JFK	LAX	334	2475	7	5	2013-01-19T12:00:00Z
2013	1	19	727	730	-3	1042	1115	-33	VX	11	N842VA	JFK	SFO	353	2586	7	30	2013-01-19T12:00:00Z
2013	1	19	856	905	-9	1207	1235	-28	VX	407	N630VA	JFK	LAX	338	2475	9	5	2013-01-19T14:00:00Z
2013	1	19	926	935	-9	1221	1235	-14	VX	251	N838VA	JFK	LAS	316	2248	9	35	2013-01-19T14:00:00Z
2013	1	19	1047	1055	-8	1332	1400	-28	VX	55	N844VA	JFK	PSP	326	2378	10	55	2013-01-19T15:00:00Z
2013	1	19	1318	1320	-2	1620	1650	-30	VX	411	N621VA	JFK	LAX	333	2475	13	20	2013-01-19T18:00:00Z
2013	1	19	1641	1630	11	2002	2020	-18	VX	27	N855VA	JFK	SFO	362	2586	16	30	2013-01-19T21:00:00Z
2013	1	19	1717	1655	22	2020	2035	-15	VX	413	N631VA	JFK	LAX	333	2475	16	55	2013-01-19T21:00:00Z
2013	1	20	724	730	-6	1059	1115	-16	VX	11	N842VA	JFK	SFO	375	2586	7	30	2013-01-20T12:00:00Z
2013	1	20	901	905	-4	1230	1235	-5	VX	407	N636VA	JFK	LAX	357	2475	9	5	2013-01-20T14:00:00Z
2013	1	20	928	935	-7	1214	1235	-21	VX	251	N853VA	JFK	LAS	326	2248	9	35	2013-01-20T14:00:00Z
2013	1	20	1029	1030	-1	1358	1415	-17	VX	23	N844VA	JFK	SFO	368	2586	10	30	2013-01-20T15:00:00Z
2013	1	20	1317	1320	-3	1636	1650	-14	VX	411	N851VA	JFK	LAX	359	2475	13	20	2013-01-20T18:00:00Z
2013	1	20	1624	1630	-6	2005	2020	-15	VX	27	N852VA	JFK	SFO	376	2586	16	30	2013-01-20T21:00:00Z
2013	1	20	1648	1655	-7	2019	2035	-16	VX	413	N631VA	JFK	LAX	367	2475	16	55	2013-01-20T21:00:00Z
2013	1	20	1846	1850	-4	2240	2240	0	VX	29	N621VA	JFK	SFO	371	2586	18	50	2013-01-20T23:00:00Z
2013	1	20	1953	2000	-7	2341	2329	12	VX	415	N629VA	JFK	LAX	362	2475	20	0	2013-01-21T01:00:00Z
2013	1	21	710	705	5	1023	1035	-12	VX	399	N630VA	JFK	LAX	347	2475	7	5	2013-01-21T12:00:00Z
